Map,Street,City,LatLong,Phone
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C130+E+Main+St%2CForsyth+GA+31029-1946&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.0341%2C-83.9348&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=CVckEN1Iu1DDJYqiykwcicDxD0g="" alt=""Google map showing the dropped pin on Dollar General,130 E Main St,Forsyth GA 31029-1946"">",130 E Main St,"Forsyth, GA 31029-1946","<div class=""store-details__main-travel"" data-latitude=""33.0341"" data-longitude=""-83.9348"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 974-5313
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C804+Eufaula+Highway%2CFort+Gaines+GA+39851&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.61798%2C-85.04575&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=G0epOaZhk5cyEzGrj3s_RS04Pwc="" alt=""Google map showing the dropped pin on Dollar General,804 Eufaula Highway,Fort Gaines GA 39851"">",804 Eufaula Highway,"Fort Gaines, GA 39851","<div class=""store-details__main-travel"" data-latitude=""31.61798"" data-longitude=""-85.04575"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 748-8908
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C430+Battlefield+Pkwy%2CFort+Oglethorpe+GA+30742-3847&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.953301%2C-85.258094&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=_GyRzN8MXjpjiy0YlzR4ovaMu0M="" alt=""Google map showing the dropped pin on Dollar General,430 Battlefield Pkwy,Fort Oglethorpe GA 30742-3847"">",430 Battlefield Pkwy,"Fort Oglethorpe, GA 30742-3847","<div class=""store-details__main-travel"" data-latitude=""34.953301"" data-longitude=""-85.258094"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 450-9821
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C100+North+Camelia+Blvd%2CFort+Valley+GA+31030-3078&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.554201%2C-83.885499&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=fCI49Oxe6sOvl_5sPh0UizalQPU="" alt=""Google map showing the dropped pin on Dollar General,100 North Camelia Blvd,Fort Valley GA 31030-3078"">",100 North Camelia Blvd,"Fort Valley, GA 31030-3078","<div class=""store-details__main-travel"" data-latitude=""32.554201"" data-longitude=""-83.885499"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 721-4300
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C25+Smyrna+Church+Rd%2CFort+Valley+GA+31030-6192&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.5463%2C-83.7289&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Wx9OUY5kx43FiY9KoXoVRCq5tRo="" alt=""Google map showing the dropped pin on Dollar General,25 Smyrna Church Rd,Fort Valley GA 31030-6192"">",25 Smyrna Church Rd,"Fort Valley, GA 31030-6192","<div class=""store-details__main-travel"" data-latitude=""32.5463"" data-longitude=""-83.7289"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 721-0360
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C39+Lickskillet+Rd%2CFortson+GA+31808&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.6771%2C-85.0574&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=EtBNMcyGAVJKJI0KdAkWeH4nXTw="" alt=""Google map showing the dropped pin on Dollar General,39 Lickskillet Rd,Fortson GA 31808"">",39 Lickskillet Rd,"Fortson, GA 31808","<div class=""store-details__main-travel"" data-latitude=""32.6771"" data-longitude=""-85.0574"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 780-6130
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C22+Kennon+Rd%2CFortson+GA+31808-4965&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.65912%2C-84.99345&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=yPGWgDCbz_bvefli_fCTHCEpN2o="" alt=""Google map showing the dropped pin on Dollar General,22 Kennon Rd,Fortson GA 31808-4965"">",22 Kennon Rd,"Fortson, GA 31808-4965","<div class=""store-details__main-travel"" data-latitude=""32.65912"" data-longitude=""-84.99345"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 786-6370
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2040+Franklin+Pkwy%2CFranklin+GA+30217-0044&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.2788%2C-85.104&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=BWxbVtxpTbgOPZlCGCMp_zkNZNw="" alt=""Google map showing the dropped pin on Dollar General,2040 Franklin Pkwy,Franklin GA 30217-0044"">",2040 Franklin Pkwy,"Franklin, GA 30217-0044","<div class=""store-details__main-travel"" data-latitude=""33.2788"" data-longitude=""-85.104"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 289-0015
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1605+Joe+Cook+Rd%2CFranklin+GA+30217&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.3817%2C-85.1096&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Qki_ocJHO08UIMAzIOde7jdqAEU="" alt=""Google map showing the dropped pin on Dollar General,1605 Joe Cook Rd,Franklin GA 30217"">",1605 Joe Cook Rd,"Franklin, GA 30217","<div class=""store-details__main-travel"" data-latitude=""33.3817"" data-longitude=""-85.1096"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 948-3830
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C4450+Dawsonville+Hwy%2CGainesville+GA+30506-3818&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.308708%2C-83.963245&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=wc8vRjrmndc7uEwMFlMn0APVihw="" alt=""Google map showing the dropped pin on Dollar General,4450 Dawsonville Hwy,Gainesville GA 30506-3818"">",4450 Dawsonville Hwy,"Gainesville, GA 30506-3818","<div class=""store-details__main-travel"" data-latitude=""34.308708"" data-longitude=""-83.963245"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 354-3090
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2642+Gillsville+Hwy%2CGainesville+GA+30507-7939&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.260801%2C-83.757005&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=nTJtVuGvUdswNxh888Oc9W3BqLo="" alt=""Google map showing the dropped pin on Dollar General,2642 Gillsville Hwy,Gainesville GA 30507-7939"">",2642 Gillsville Hwy,"Gainesville, GA 30507-7939","<div class=""store-details__main-travel"" data-latitude=""34.260801"" data-longitude=""-83.757005"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 354-3340
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2470+Limestone+Pkwy+Ne%2CGainesville+GA+30501-0917&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.3315%2C-83.8077&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=hAnuCaWTWnT5oo7ttyW9plgjjJk="" alt=""Google map showing the dropped pin on Dollar General,2470 Limestone Pkwy Ne,Gainesville GA 30501-0917"">",2470 Limestone Pkwy Ne,"Gainesville, GA 30501-0917","<div class=""store-details__main-travel"" data-latitude=""34.3315"" data-longitude=""-83.8077"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 354-3292
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C4604+Old+Cool+Springs+Rd%2CGainesville+GA+30506&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.38794%2C-83.92093&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=l0QejwWYTBvqrTyqcOEwvUJcq54="" alt=""Google map showing the dropped pin on Dollar General,4604 Old Cool Springs Rd,Gainesville GA 30506"">",4604 Old Cool Springs Rd,"Gainesville, GA 30506","<div class=""store-details__main-travel"" data-latitude=""34.38794"" data-longitude=""-83.92093"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 681-3430
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C8315+Browns+Bridge+Road%2CGainesville+GA+30506-4022&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.250782%2C-83.98056&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=gmuYrItNBJoe6GnxL9WEV2WbEz4="" alt=""Google map showing the dropped pin on Dollar General,8315 Browns Bridge Road,Gainesville GA 30506-4022"">",8315 Browns Bridge Road,"Gainesville, GA 30506-4022","<div class=""store-details__main-travel"" data-latitude=""34.250782"" data-longitude=""-83.98056"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 208-1455
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2646+Candler+Rd%2CGainesville+GA+30507-8961&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.211387%2C-83.782576&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=83LORlgUcqVmWKm74kzEwwGPMUc="" alt=""Google map showing the dropped pin on Dollar General,2646 Candler Rd,Gainesville GA 30507-8961"">",2646 Candler Rd,"Gainesville, GA 30507-8961","<div class=""store-details__main-travel"" data-latitude=""34.211387"" data-longitude=""-83.782576"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(678) 696-7776
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2275+Browns+Bridge+Rd%2CGainesville+GA+30501-4733&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.2792%2C-83.8526&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=SQlFZ3ek3zrrLt1BLA6l7OVYSR0="" alt=""Google map showing the dropped pin on Dollar General,2275 Browns Bridge Rd,Gainesville GA 30501-4733"">",2275 Browns Bridge Rd,"Gainesville, GA 30501-4733","<div class=""store-details__main-travel"" data-latitude=""34.2792"" data-longitude=""-83.8526"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 354-3790
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2208+Lenox+Dr%2CGainesville+GA+30507-1702&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.2809%2C-83.785&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=GBBsGIAEYaOA4mnMR_RHPCnE21Y="" alt=""Google map showing the dropped pin on Dollar General,2208 Lenox Dr,Gainesville GA 30507-1702"">",2208 Lenox Dr,"Gainesville, GA 30507-1702","<div class=""store-details__main-travel"" data-latitude=""34.2809"" data-longitude=""-83.785"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(678) 696-7600
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C6765+Browns+Bridge+Rd%2CGainesville+GA+30506&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.24682%2C-84.02011&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=DhB4MDepUeIrrebAAJHY21xfv90="" alt=""Google map showing the dropped pin on Dollar General,6765 Browns Bridge Rd,Gainesville GA 30506"">",6765 Browns Bridge Rd,"Gainesville, GA 30506","<div class=""store-details__main-travel"" data-latitude=""34.24682"" data-longitude=""-84.02011"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 691-2730
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1210+Thompson+Bridge+Rd%2CGainesville+GA+30501-1779&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.3176%2C-83.8302&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=a4aspzn49oHZJQRqAlpJqVnyjrw="" alt=""Google map showing the dropped pin on Dollar General,1210 Thompson Bridge Rd,Gainesville GA 30501-1779"">",1210 Thompson Bridge Rd,"Gainesville, GA 30501-1779","<div class=""store-details__main-travel"" data-latitude=""34.3176"" data-longitude=""-83.8302"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 691-2212
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2610+Us+Highway+80+W%2CGarden+City+GA+31408-2915&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.089%2C-81.1784&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=50eXRj2J2IlJM5NKZWk_GO1Akzs="" alt=""Google map showing the dropped pin on Dollar General,2610 Us Highway 80 W,Garden City GA 31408-2915"">",2610 Us Highway 80 W,"Garden City, GA 31408-2915","<div class=""store-details__main-travel"" data-latitude=""32.089"" data-longitude=""-81.1784"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 328-1350
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C5216+Augusta+Rd%2CGarden+City+GA+31408-1606&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.118559%2C-81.165558&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=y6B0DKd047-0YNCRhhjnF7t6HI0="" alt=""Google map showing the dropped pin on Dollar General,5216 Augusta Rd,Garden City GA 31408-1606"">",5216 Augusta Rd,"Garden City, GA 31408-1606","<div class=""store-details__main-travel"" data-latitude=""32.118559"" data-longitude=""-81.165558"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 226-0919
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C104+Hall+St%2CGarfield+GA+30425&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.6486%2C-82.0987&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=EFe0iTys-j7vyIKek4p0R2p8iFY="" alt=""Google map showing the dropped pin on Dollar General,104 Hall St,Garfield GA 30425"">",104 Hall St,"Garfield, GA 30425","<div class=""store-details__main-travel"" data-latitude=""32.6486"" data-longitude=""-82.0987"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 401-4190
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C11510+Luthersville+Rd%2CGay+GA+30218&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.1139%2C-84.5954&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=HptAwyXROlwcvGGC3fFl7RGqsjo="" alt=""Google map showing the dropped pin on Dollar General,11510 Luthersville Rd,Gay GA 30218"">",11510 Luthersville Rd,"Gay, GA 30218","<div class=""store-details__main-travel"" data-latitude=""33.1139"" data-longitude=""-84.5954"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 740-0797
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C315+Columbus+Hwy%2CGeneva+GA+31810&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.57664%2C-84.55657&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=az_j06AjxGfx9XSv3KnVoYCU7dk="" alt=""Google map showing the dropped pin on Dollar General,315 Columbus Hwy,Geneva GA 31810"">",315 Columbus Hwy,"Geneva, GA 31810","<div class=""store-details__main-travel"" data-latitude=""32.57664"" data-longitude=""-84.55657"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 223-1225
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1096+Us+Highway+82%2CGeorgetown+GA+39854&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.88385%2C-85.0981&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=3GDinDS8DZuMinB_kVMICgnw8iw="" alt=""Google map showing the dropped pin on Dollar General,1096 Us Highway 82,Georgetown GA 39854"">",1096 Us Highway 82,"Georgetown, GA 39854","<div class=""store-details__main-travel"" data-latitude=""31.88385"" data-longitude=""-85.0981"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 786-6140
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C116+Warren+St%2CGibson+GA+30810-4044&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C33.235384%2C-82.594816&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=i3xZYSX7sddAf2xjlyBVtmT3Wsk="" alt=""Google map showing the dropped pin on Dollar General,116 Warren St,Gibson GA 30810-4044"">",116 Warren St,"Gibson, GA 30810-4044","<div class=""store-details__main-travel"" data-latitude=""33.235384"" data-longitude=""-82.594816"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 607-0420
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C6264+Hwy+52%2CGillsville+GA+30543-2404&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.30822%2C-83.63491&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=-iQXxesogWZZrPhfHk2D-e_JTkg="" alt=""Google map showing the dropped pin on Dollar General,6264 Hwy 52,Gillsville GA 30543-2404"">",6264 Hwy 52,"Gillsville, GA 30543-2404","<div class=""store-details__main-travel"" data-latitude=""34.30822"" data-longitude=""-83.63491"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(678) 696-0990
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1199+S+Veterans+Blvd%2CGlennville+GA+30427&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.9194%2C-81.938&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=agPNhrfTXv8mxBgxARYsAWCuKO0="" alt=""Google map showing the dropped pin on Dollar General,1199 S Veterans Blvd,Glennville GA 30427"">",1199 S Veterans Blvd,"Glennville, GA 30427","<div class=""store-details__main-travel"" data-latitude=""31.9194"" data-longitude=""-81.938"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 542-0674
